Playing: https://www.youtube.com/watch?v=fD-R35DSSZY
 (+) Video --vid=1 (*) (vp9 3840x2160 60.000fps)
 (+) Audio --aid=1 --alang=eng (*) 'DASH audio' (opus 2ch 48000Hz) (external)
     Subs  --sid=1 --slang=en 'vtt' (webvtt) (external)
AO: [alsa] 48000Hz stereo 2ch float
VO: [opengl] 3840x2160 yuv420p
AV: 00:00:01 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+16MB
AV: 00:00:01 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+16MB
AV: 00:00:01 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+16MB
AV: 00:00:01 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+16MB
AV: 00:00:01 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+16MB
AV: 00:00:01 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+16MB
AV: 00:00:01 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+16MB
AV: 00:00:01 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+16MB
AV: 00:00:01 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:01 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+16MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+16MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+16MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+15MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+14MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:02 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+13MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+12MB
AV: 00:00:03 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:03 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+12MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+12MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+12MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+12MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V:  0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:04 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:05 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:05 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:05 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+10MB
AV: 00:00:05 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+10MB
AV: 00:00:05 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:05 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:05 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:05 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:05 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:05 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:05 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:05 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:05 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:05 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:05 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
AV: 00:00:05 / 00:27:12 (0%) A-V: -0.000 Cache: 10s+11MB
